Petition,URL,State,Signatures Count
FREE parking & and FREE travel on ALL TRAINS and BUSES on producing their i.d.,https://petition.parliament.uk/petitions/310149,rejected,18
Legally force all utility companies to freeze charges and bills at this time.,https://petition.parliament.uk/petitions/310150,rejected,9
Close down unnecessary construction sites,https://petition.parliament.uk/petitions/310151,rejected,15
Close non essential construction sites immediately.,https://petition.parliament.uk/petitions/310152,rejected,21
Scrap student debts for all workers on the front line,https://petition.parliament.uk/petitions/310155,rejected,21
Help the taxpayers during covid-19,https://petition.parliament.uk/petitions/310159,rejected,9
Increase the pay for Key Workers during the COVID 19 pandemic!,https://petition.parliament.uk/petitions/310160,rejected,21
Close all non-essential construction sites,https://petition.parliament.uk/petitions/310162,rejected,21
Join the Joint European Procurement Initiative.,https://petition.parliament.uk/petitions/310166,open,24
Close all non-essential construction sites immediately due to Covid-19,https://petition.parliament.uk/petitions/310167,rejected,8
Government must protect and care for the public. This must be enshrined in Law.,https://petition.parliament.uk/petitions/310169,rejected,21
Stop Traffic Wardens & scrap all parking tickets from the start of the Isolation,https://petition.parliament.uk/petitions/310170,rejected,19
Shut Down All Construction Sites,https://petition.parliament.uk/petitions/310173,rejected,7
Force the banks to issue business interruption loans NOW,https://petition.parliament.uk/petitions/310174,rejected,21
"Create a mechanism for furloughed staff to be able to work, where possible",https://petition.parliament.uk/petitions/310175,rejected,10
SUPPORT & THANK our NHS staff during this Covid 19 crisis.,https://petition.parliament.uk/petitions/310176,rejected,8
Change working practises for ambulance staff so that they wear PPE for all jobs,https://petition.parliament.uk/petitions/310179,rejected,19
Pay people that have lost their job a proportion of their yearly earnings,https://petition.parliament.uk/petitions/310182,rejected,6
RAF Red Arrows to fly over London with NHS blue & white smoke,https://petition.parliament.uk/petitions/310183,open,35
To provide proper protective equipment to all NHS staff at all times,https://petition.parliament.uk/petitions/310184,rejected,6
Abolish outstanding assessments for third year student nurses COVID 19 crisis,https://petition.parliament.uk/petitions/310185,rejected,21
All honours for 2020 & 2021 should be only granted to NHS workers.,https://petition.parliament.uk/petitions/310186,rejected,10
Mark the Monday closest to the 23rd of March as a remembrance bank holiday.,https://petition.parliament.uk/petitions/310187,rejected,6
Make it easier for those self-isolating to sign a Will,https://petition.parliament.uk/petitions/310188,open,17
National Service for NHS.,https://petition.parliament.uk/petitions/310190,open,13
Abolish the Coronavirus Bill.,https://petition.parliament.uk/petitions/310194,rejected,21
Elect Jeremy Corbyn as PM. LIFE BEFORE BUSINESS,https://petition.parliament.uk/petitions/310195,rejected,10
Halt all 'Private Parking' company operations during the Coronavirus.,https://petition.parliament.uk/petitions/310196,rejected,20
The Government must change its policy on working with the EU concerning Covid-19,https://petition.parliament.uk/petitions/310198,rejected,21
Scrap the cost of travelling to work and parking for NHS and other keyworkers.,https://petition.parliament.uk/petitions/310203,rejected,12
Essential workers need to be tested for Covid 19 for their own and public safety,https://petition.parliament.uk/petitions/310204,rejected,6
Close all the courts down to stop the spread of COVID-19.,https://petition.parliament.uk/petitions/310205,open,27
People that ignore Government advice should be made to volunteer at hospitals.,https://petition.parliament.uk/petitions/310209,rejected,11
Suspend Future University Assessments for 2020 amid the Coronavirus Pandemic,https://petition.parliament.uk/petitions/310211,rejected,12
private landlords suspend last rent instalment for university students- COVID-19,https://petition.parliament.uk/petitions/310212,rejected,21
"Increase pay for all healthcare workers, not only the NHS.",https://petition.parliament.uk/petitions/310213,rejected,7
"Direct lenders, banks, landlords, utility providers  to give repayment holidays",https://petition.parliament.uk/petitions/310215,rejected,6
"Immediate 25% pay rise to all healthcare professionals,fire fighters and police.",https://petition.parliament.uk/petitions/310216,open,34
Protect workers from unfair dismissal during COVID-19 for self isolation.,https://petition.parliament.uk/petitions/310217,rejected,7
Pay rise/bonus for ALL NHS staff and key workers during Coronavirus outbreak,https://petition.parliament.uk/petitions/310218,rejected,7
FORCE THE CLOSE OF ALL NON ESSENTIAL BUSINESSES NOT REQUIRED IN AID OF COVID-19,https://petition.parliament.uk/petitions/310220,rejected,21
Ask goverment to stop tax payments or national insurance payment for key workers,https://petition.parliament.uk/petitions/310221,rejected,21
Prosecute those who have created an environment for ‘profiteering’,https://petition.parliament.uk/petitions/310222,rejected,6
Award NHS the George Cross for its response to the coronavirus crisis!!,https://petition.parliament.uk/petitions/310223,rejected,11
Britain must join the EU in the bulk buying of PPE and ventilators.,https://petition.parliament.uk/petitions/310224,rejected,21
Cancel plans to reduce the number of Welsh MPs.,https://petition.parliament.uk/petitions/310225,rejected,12
Give the Public a 5-day Bank Holiday once the COVID-19 lockdown has been lifted.,https://petition.parliament.uk/petitions/310231,rejected,19
Government to repatriate thousands of UK citizens currently stranded abroad.,https://petition.parliament.uk/petitions/310232,rejected,7
Count everyone receiving PIP benefit as vulnerable during Coronavirus pandemic,https://petition.parliament.uk/petitions/310233,rejected,12
Extend Tier 4 visa for international students,https://petition.parliament.uk/petitions/310236,rejected,9
Close nonessential warehouses to protect employees and their families.,https://petition.parliament.uk/petitions/310237,rejected,21
Shut all ‘non-essential’ online retail during the COVID-19 Pandemic,https://petition.parliament.uk/petitions/310240,rejected,8
To waive citizenship fees for EU citizens that are Key Workers against COVID -19,https://petition.parliament.uk/petitions/310241,rejected,10
Freeze all loan payments including payday loans while Lockdown is happening,https://petition.parliament.uk/petitions/310243,rejected,6
Write-off a portion of student loans for students affected by the coronavirus,https://petition.parliament.uk/petitions/310244,rejected,9
Cars Road Tax Should Be Extended Automatically for 6 month,https://petition.parliament.uk/petitions/310245,rejected,7
Adequately support short term rental businesses financially to avoid closures.,https://petition.parliament.uk/petitions/310246,rejected,21
Stop all non-essential work in the UK including construction sites and factories,https://petition.parliament.uk/petitions/310247,rejected,21
Ban the sale of tobacco during the covid-19 outbreak,https://petition.parliament.uk/petitions/310248,open,30
Scrap The Scottish Assembly!,https://petition.parliament.uk/petitions/310249,rejected,21
After overcoming COVID19 let church bells across the country ring out in unison,https://petition.parliament.uk/petitions/310251,rejected,21
Offer VAT relief to all key workers during the COVID-19 pandemic.,https://petition.parliament.uk/petitions/310253,rejected,21
Allow students who have moved home due to COVID-19 to exit housing contracts.,https://petition.parliament.uk/petitions/310254,rejected,9
Pay social care workers 80% of salary if they are ill or in self isolation,https://petition.parliament.uk/petitions/310256,rejected,9
Start an All-Party Beveridge-Style ‘Futures’ Report,https://petition.parliament.uk/petitions/310259,open,53
Help qualified foreign nurses who work as Band 4 and HCA to be part of the team.,https://petition.parliament.uk/petitions/310260,rejected,6
Close Holland and barrett,https://petition.parliament.uk/petitions/310261,rejected,21
All esential workers to not have to pay tax or NI during Covid-19 lockdown,https://petition.parliament.uk/petitions/310263,rejected,8
"Postpone the Easter bank holidays, hold later as NHS/ keyworker appreciation day",https://petition.parliament.uk/petitions/310265,rejected,7
